,asin,product_type_name,formatted_price,color,brand,title,medium_image_url,editorial_review,titleref,coloref,brandref
22352,B073SH2F45,SHIRT,59.5,Black,Haute Hippie,Bead Embellished Racerback Tank,https://images-na.ssl-images-amazon.com/images/I/411UZylHpoL._SL160_.jpg,,Bead Embellished Racerback Tank,Black,Haute Hippie
16574,B06ZXY1PTR,SHIRT,36.99,Grey,Niti-Niti,"Bear Women`s Long Sleeve T-shirt, Size Medium",https://images-na.ssl-images-amazon.com/images/I/51mMbhbClQL._SL160_.jpg,,"Bear Women`s Long Sleeve T-shirt, Size Medium",Grey,Niti-Niti
1286,B01MQFIHTR,SHIRT,29.95,Yellow,Beast Mode,"Beast Mode X Cal Bear Head Short Sleeve Tee (M, Yellow)",https://images-na.ssl-images-amazon.com/images/I/41XNOBlmkzL._SL160_.jpg,,"Beast Mode X Cal Bear Head Short Sleeve Tee (M, Yellow)",Yellow,Beast Mode
1084,B01MTK1QPJ,SHIRT,29.95,Grey,Beast Mode,"Beast Mode X Cal Bear Head Short Sleeve Tee (S, Grey)",https://images-na.ssl-images-amazon.com/images/I/41vgRikyinL._SL160_.jpg,,"Beast Mode X Cal Bear Head Short Sleeve Tee (S, Grey)",Grey,Beast Mode
25824,B00GUX7E3M,SHIRT,19.98,Black,The Beatles,Beatles Checkerboard Tee,https://images-na.ssl-images-amazon.com/images/I/41QmK%2B3gVTL._SL160_.jpg,,Beatles Checkerboard Tee,Black,The Beatles
16748,B01IO7KLPY,BOOKS_1973_AND_LATER,9.5,Black,Beatles Rock,"Beatles Rock Women's T-shirt Fashion Gigi is my Name, Spoiling is my Game tshirts black",https://images-na.ssl-images-amazon.com/images/I/41uWX7NGoIL._SL160_.jpg,,"Beatles Rock Women's T-shirt Fashion Gigi is my Name, Spoiling is my Game tshirts black",Black,Beatles Rock
23302,B01JEOTY7W,BOOKS_1973_AND_LATER,9.82,Royalblue,Beatles Rock,Beatles Rock Women's T-shirt Fashion Whole Foods Wu-Tang Men's Funny Novelty tshirts royalBlue,https://images-na.ssl-images-amazon.com/images/I/41YOtHWu0LL._SL160_.jpg,,Beatles Rock Women's T-shirt Fashion Whole Foods Wu-Tang Men's Funny Novelty tshirts royalBlue,Royalblue,Beatles Rock
19910,B01IO7LDPQ,BOOKS_1973_AND_LATER,9.45,Red,Beatles Rock,Beatles Rock Women's T-shirt Funny 50th Birthday t shirts red,https://images-na.ssl-images-amazon.com/images/I/41AdlrURXsL._SL160_.jpg,,Beatles Rock Women's T-shirt Funny 50th Birthday t shirts red,Red,Beatles Rock
17368,B01IX4QQRK,BOOKS_1973_AND_LATER,6.5,Black,Beatles Rock,Beatles Rock Women's T-shirt Funny High Jump-Pictogram t-shirt black,https://images-na.ssl-images-amazon.com/images/I/41ecVmoPU0L._SL160_.jpg,,Beatles Rock Women's T-shirt Funny High Jump-Pictogram t-shirt black,Black,Beatles Rock
14560,B01JFJACMM,BOOKS_1973_AND_LATER,9.26,Royalblue,Beatles Rock,Beatles Rock Women's T-shirt Particular Don't Snore I Dream I'm a Motorcycle Biker t-shirts royalBlue,https://images-na.ssl-images-amazon.com/images/I/41RiLkXd3VL._SL160_.jpg,,Beatles Rock Women's T-shirt Particular Don't Snore I Dream I'm a Motorcycle Biker t-shirts royalBlue,Royalblue,Beatles Rock
21661,B01IX4Q2N8,BOOKS_1973_AND_LATER,9.5,Black,Beatles Rock,Beatles Rock Women's T-shirt Vintage Chess-Pictogram t-shirt black,https://images-na.ssl-images-amazon.com/images/I/419p3GhvHhL._SL160_.jpg,,Beatles Rock Women's T-shirt Vintage Chess-Pictogram t-shirt black,Black,Beatles Rock
4756,B00DQAPMOK,SHIRT,49.99,Multicolored,HaboZoo,Beau Corner Women's Monkey Print Animal Face Long Tee,https://images-na.ssl-images-amazon.com/images/I/41REr2L7QPL._SL160_.jpg,,Beau Corner Women's Monkey Print Animal Face Long Tee,Multicolored,HaboZoo
674,B01HI28AHW,SHIRT,21.99,Mint,Beautees,Beautees Girls' 2-Pc. Duster & Under the Sea Festival Voyage Top Size S,https://images-na.ssl-images-amazon.com/images/I/41BdmdNiG-L._SL160_.jpg,,Beautees Girls' 2-Pc. Duster & Under the Sea Festival Voyage Top Size S,Mint,Beautees
7581,B00R08NEDU,SHIRT,20.99,as the picture,bankhunyabangyai store,Beautiful and Classic Floral T-shirt Blouses Bky5-028,https://images-na.ssl-images-amazon.com/images/I/51NmY2IwYfL._SL160_.jpg,,Beautiful and Classic Floral T-shirt Blouses Bky5-028,as the picture,bankhunyabangyai store
27443,B00WWMC56G,SHIRT,23.59,White,HP-LEISURE,Beautiful Flowers Stitching Embroidered Shirt,https://images-na.ssl-images-amazon.com/images/I/415zOtL%2BoiL._SL160_.jpg,,Beautiful Flowers Stitching Embroidered Shirt,White,HP-LEISURE
1265,B01EUZHIYQ,SHIRT,19.99,As picture showed,Beautifulmall,Beautifulmall Women's Short Sleeves Chiffon Loose Dress Plus Size Shirt T059,https://images-na.ssl-images-amazon.com/images/I/410-J0%2BgQOL._SL160_.jpg,,Beautifulmall Women's Short Sleeves Chiffon Loose Dress Plus Size Shirt T059,As picture showed,Beautifulmall
6812,B01GFTN97K,SHIRT,9.99,Peach,Beautype,Beautype Women's Junior Spaghetti Strap Lace Trim Tank Top Light Peach,https://images-na.ssl-images-amazon.com/images/I/31N57gSdHSL._SL160_.jpg,,Beautype Women's Junior Spaghetti Strap Lace Trim Tank Top Light Peach,Peach,Beautype
4909,B01GFTPFU4,SHIRT,8.99,Rust,Beautype,Beautype Women's Junior Spaghetti Strap Lace Trim Tunic Tank Top Rust XXX-Large,https://images-na.ssl-images-amazon.com/images/I/41w5Jq7nwfL._SL160_.jpg,,Beautype Women's Junior Spaghetti Strap Lace Trim Tunic Tank Top Rust XXX-Large,Rust,Beautype
1329,B073SF4XYD,DRESS,32,Pink,bebe,Bebe Women's Textured Casual or Dressy Tank Top One Size,https://images-na.ssl-images-amazon.com/images/I/41uPezTXgYL._SL160_.jpg,,Bebe Women's Textured Casual or Dressy Tank Top One Size,Pink,bebe
4068,B06XSK97D2,SHIRT,12.99,White,BecyWell,"BecyWell Women Summer Casual Round Neck Short Sleeve Tassel Tank Shirt Blouse White(US XS,Tag M)",https://images-na.ssl-images-amazon.com/images/I/51mhkAdvoRL._SL160_.jpg,,"BecyWell Women Summer Casual Round Neck Short Sleeve Tassel Tank Shirt Blouse White(US XS,Tag M)",White,BecyWell
4954,B06XSQ8QZB,SHIRT,12.99,Black,BecyWell,"BecyWell Women V-Neck Short Sleeve Criss Cross T Shirt Blouse Tees Black(US XS,Tag S)",https://images-na.ssl-images-amazon.com/images/I/41PvT1XfDrL._SL160_.jpg,,"BecyWell Women V-Neck Short Sleeve Criss Cross T Shirt Blouse Tees Black(US XS,Tag S)",Black,BecyWell
11331,B01EESHW3G,SHIRT,12.99,Multicolor,Luxury Divas,Beige Black & White Striped Lightweight Poncho Top,https://images-na.ssl-images-amazon.com/images/I/51ylHntCn-L._SL160_.jpg,,Beige Black & White Striped Lightweight Poncho Top,Multicolor,Luxury Divas
3783,B00JG6YMGM,SHIRT,21.99,Beige,Luxury Divas,Beige Open Weave Sequin Poncho Style Mesh Net Top,https://images-na.ssl-images-amazon.com/images/I/517sP6GyhjL._SL160_.jpg,,Beige Open Weave Sequin Poncho Style Mesh Net Top,Beige,Luxury Divas
16115,B0080DDXDA,ACCESSORY,11.99,Gold,EchoMerx,Bejeweled Turtle Stretch Ring,https://images-na.ssl-images-amazon.com/images/I/41aqyyUAO7L._SL160_.jpg,,Bejeweled Turtle Stretch Ring,Gold,EchoMerx
655,B01M2X5MWR,BOOKS_1973_AND_LATER,9.14,Black,Bekey design,Bekey Women's Conviction Action Figure Raglan Baseball T Shirts M,https://images-na.ssl-images-amazon.com/images/I/51Jt03hJCHL._SL160_.jpg,,Bekey Women's Conviction Action Figure Raglan Baseball T Shirts M,Black,Bekey design
1026,B01J2SGLSU,BOOKS_1973_AND_LATER,9.14,Black,Bekey design,Bekey Women's Poke Mewtwo Gym 1996 3/4 Sleeve Raglan Baseball Tshirts Black - X-Large,https://images-na.ssl-images-amazon.com/images/I/51SrETOzq2L._SL160_.jpg,,Bekey Women's Poke Mewtwo Gym 1996 3/4 Sleeve Raglan Baseball Tshirts Black - X-Large,Black,Bekey design
593,B01K4FVMAM,BOOKS_1973_AND_LATER,7.5,Deep Heather,Bekey design,Bekey Women's Tshirts - Bison Thundar Logo Fashion DeepHeather Size XXL,https://images-na.ssl-images-amazon.com/images/I/51VIR1PWTLL._SL160_.jpg,,Bekey Women's Tshirts - Bison Thundar Logo Fashion DeepHeather Size XXL,Deep Heather,Bekey design
1425,B071FYX5SH,SHIRT,19.73,Black,Bell Du Jour Self Esteem,"Bell Du Jour Self Esteem Juniors Fringed Tie-Back, Black Small",https://images-na.ssl-images-amazon.com/images/I/41VpmwJPHbL._SL160_.jpg,,"Bell Du Jour Self Esteem Juniors Fringed Tie-Back, Black Small",Black,Bell Du Jour Self Esteem
1780,B00VZ5L7MO,SHIRT,6.99,White,Bella,"Bella + Canvas Missy'S Relaxed Jersey Short-Sleeve V-Neck T-Shirt (6405)- White,X-Large",https://images-na.ssl-images-amazon.com/images/I/41C-j8T%2B7QL._SL160_.jpg,,"Bella + Canvas Missy'S Relaxed Jersey Short-Sleeve V-Neck T-Shirt (6405)- White,X-Large",White,Bella
19700,B00E6Z1NGU,SHIRT,10.8,Deep Heather/Blk,Bella,"Bella + Canvas Womens Stretch Rib 3/4-Sleeve Contrast Raglan T-Shirt (B2000)- DEEP HEATHER/BLK,XL",https://images-na.ssl-images-amazon.com/images/I/31Y3rT42CmL._SL160_.jpg,,"Bella + Canvas Womens Stretch Rib 3/4-Sleeve Contrast Raglan T-Shirt (B2000)- DEEP HEATHER/BLK,XL",Deep Heather/Blk,Bella
7419,B01LOPJ8GQ,SHIRT,69.99,White Water,Bella Dahl,Bella Dahl Women's Sleeveless Seamed Shirt in White Water Size,https://images-na.ssl-images-amazon.com/images/I/416CZE8-8iL._SL160_.jpg,,Bella Dahl Women's Sleeveless Seamed Shirt in White Water Size,White Water,Bella Dahl
10993,B06ZXXF3FL,SHIRT,49.99,Light Cloud,Bella Dahl,"Bella Dahl Women's Tie Dye Sleeveless Top, Light Cloud, XS",https://images-na.ssl-images-amazon.com/images/I/41ZWQBWmLTL._SL160_.jpg,,"Bella Dahl Women's Tie Dye Sleeveless Top, Light Cloud, XS",Light Cloud,Bella Dahl
12139,B01N6HS1H9,SHIRT,38,Heather Gray,Bella Luxx,Bella Luxx Womens Bella Luxx Knit Tee - Large Heather Gray Large,https://images-na.ssl-images-amazon.com/images/I/416wgzDOjML._SL160_.jpg,,Bella Luxx Womens Bella Luxx Knit Tee - Large Heather Gray Large,Heather Gray,Bella Luxx
5523,B07319NCY4,SHIRT,16.97,Black,Bella Luxx,Bella Luxx Women's Large Ribbed Cross Back Cami Top Black L,https://images-na.ssl-images-amazon.com/images/I/414bNi-DSDL._SL160_.jpg,,Bella Luxx Women's Large Ribbed Cross Back Cami Top Black L,Black,Bella Luxx
8644,B017RQATGE,SHIRT,31.99,Papaya,Bella Luxx,BELLA LUXX Womens Linen Blend Knit Basic Tee Sz M Papaya 210557F,https://images-na.ssl-images-amazon.com/images/I/4154YNP8jJL._SL160_.jpg,,BELLA LUXX Womens Linen Blend Knit Basic Tee Sz M Papaya 210557F,Papaya,Bella Luxx
11906,B071HH9LK9,SHIRT,48,White,Bella Luxx,Bella Luxx Womens Twist Seam V-Neck Tee White Large,https://images-na.ssl-images-amazon.com/images/I/41J6VbIVSBL._SL160_.jpg,,Bella Luxx Womens Twist Seam V-Neck Tee White Large,White,Bella Luxx
19918,B00L8AAWN6,SHIRT,13.96,Red,Bodek And Rhodes,Bella+Canvas Ladies' 2x1 Rib Tank Top - Red - 2XL,https://images-na.ssl-images-amazon.com/images/I/41n2ghp1NiL._SL160_.jpg,,Bella+Canvas Ladies' 2x1 Rib Tank Top - Red - 2XL,Red,Bodek And Rhodes
21717,B00L8A8OH2,SHIRT,13.96,Yellow,Bodek And Rhodes,Bella+Canvas Ladies' 2x1 Rib Tank Top - Yellow - 2XL,https://images-na.ssl-images-amazon.com/images/I/31xxqSb1HYL._SL160_.jpg,,Bella+Canvas Ladies' 2x1 Rib Tank Top - Yellow - 2XL,Yellow,Bodek And Rhodes
21795,B00E6Z1NMY,SHIRT,17.81,WHITE/PINK,Leadoff,Bella+Canvas Ladies' Baby Rib 3/4-Sleeve Contrast Raglan Tee - White/ Pink - XL,https://images-na.ssl-images-amazon.com/images/I/319U13IQDtL._SL160_.jpg,,Bella+Canvas Ladies' Baby Rib 3/4-Sleeve Contrast Raglan Tee - White/ Pink - XL,WHITE/PINK,Leadoff
18913,B007HB8YKS,SHIRT,11.72,White,Bodek And Rhodes,Bella+Canvas Ladies' Sheer Rib Deep V-Neck - White - L,https://images-na.ssl-images-amazon.com/images/I/31EaD3pq2rL._SL160_.jpg,,Bella+Canvas Ladies' Sheer Rib Deep V-Neck - White - L,White,Bodek And Rhodes
13351,B00EZFE0UC,SHIRT,11.15,Berry Triblend,Bodek And Rhodes,Bella+Canvas Ladies' Triblend Tee - Berry TriBlend - 2XL,https://images-na.ssl-images-amazon.com/images/I/41AE-V3C-%2BL._SL160_.jpg,,Bella+Canvas Ladies' Triblend Tee - Berry TriBlend - 2XL,Berry Triblend,Bodek And Rhodes
12428,B007P5K9TA,SHIRT,12.04,Grey,Bodek And Rhodes,Bella+Canvas Ladies' Triblend Tee - Grey TriBlend - M,https://images-na.ssl-images-amazon.com/images/I/41RgRw1CbML._SL160_.jpg,,Bella+Canvas Ladies' Triblend Tee - Grey TriBlend - M,Grey,Bodek And Rhodes
12598,B00EZFEA1Q,SHIRT,7.35,WHITE FLECK TRIBLD,Bodek And Rhodes,Bella+Canvas Ladies' Triblend Tee - White Fleck Triblend - XL,https://images-na.ssl-images-amazon.com/images/I/31WZPLnddGL._SL160_.jpg,,Bella+Canvas Ladies' Triblend Tee - White Fleck Triblend - XL,WHITE FLECK TRIBLD,Bodek And Rhodes
16235,B00EZFC6EE,SHIRT,10.74,Blue,Bodek And Rhodes,Bella+Canvas Missy Short-Sleeve Jersey V-Neck Tee - Blue TriBlend - L,https://images-na.ssl-images-amazon.com/images/I/31FO9qwGc0L._SL160_.jpg,,Bella+Canvas Missy Short-Sleeve Jersey V-Neck Tee - Blue TriBlend - L,Blue,Bodek And Rhodes
15344,B007P86KFE,SHIRT,9.63,Blue,Bodek And Rhodes,Bella+Canvas Missy Short-Sleeve Jersey V-Neck Tee - Navy - S,https://images-na.ssl-images-amazon.com/images/I/31kcDZMV48L._SL160_.jpg,,Bella+Canvas Missy Short-Sleeve Jersey V-Neck Tee - Navy - S,Blue,Bodek And Rhodes
1131,B00L8AGRC6,OUTDOOR_RECREATION_PRODUCT,6.86,White Fleck Triblend,Bella,Bella+Canvas Women's Triblend Tee,https://images-na.ssl-images-amazon.com/images/I/41%2BqGZRV-uL._SL160_.jpg,,Bella+Canvas Women's Triblend Tee,White Fleck Triblend,Bella
3709,B072C7VLB9,SHIRT,12.97,Blue,bellatrix,Bellatrix Black Women's Colorblock V-Neck Tank Blouse Blue XS,https://images-na.ssl-images-amazon.com/images/I/41i5mr5lJnL._SL160_.jpg,,Bellatrix Black Women's Colorblock V-Neck Tank Blouse Blue XS,Blue,bellatrix
5342,B072PRV8GH,SHIRT,16.97,Pink,bellatrix,Bellatrix Women's Petite Pleated Neck Long Sleeve Blouse Pink PXS,https://images-na.ssl-images-amazon.com/images/I/41SjzwN-4ZL._SL160_.jpg,,Bellatrix Women's Petite Pleated Neck Long Sleeve Blouse Pink PXS,Pink,bellatrix
10583,B074TTCZ1L,SHIRT,28.47,Green,bellatrix,Bellatrix Women's Small Asymmetrical Neckline Blouse Green S,https://images-na.ssl-images-amazon.com/images/I/412MyE9VyLL._SL160_.jpg,,Bellatrix Women's Small Asymmetrical Neckline Blouse Green S,Green,bellatrix
27147,B06XV529VC,ACCESSORY,16.99,Woodland Multi,Belle,Belle + Sky Mockneck Scuba Tank Top Size L New Woodland,https://images-na.ssl-images-amazon.com/images/I/51wflM0B7WL._SL160_.jpg,,Belle + Sky Mockneck Scuba Tank Top Size L New Woodland,Woodland Multi,Belle
27042,B06XVHLX54,ACCESSORY,16.99,Multi-color,Belle,BELLE + SKY Tie Dye Twist Back Tank Top Size S New Calypso,https://images-na.ssl-images-amazon.com/images/I/41c0hvfG7IL._SL160_.jpg,,BELLE + SKY Tie Dye Twist Back Tank Top Size S New Calypso,Multi-color,Belle
1777,B074WCH7X3,SHIRT,87.99,Coral,Belle by Badgley Mischka,"Belle By Badgley Mischka Womens Blouse, L, Pink",https://images-na.ssl-images-amazon.com/images/I/41zHCJARzgL._SL160_.jpg,,"Belle By Badgley Mischka Womens Blouse, L, Pink",Coral,Belle by Badgley Mischka
1510,B07221F8KD,SHIRT,87.99,Turq,Belle by Badgley Mischka,"Belle By Badgley Mischka Womens Top, 2, Blue",https://images-na.ssl-images-amazon.com/images/I/41AwyvmIskL._SL160_.jpg,,"Belle By Badgley Mischka Womens Top, 2, Blue",Turq,Belle by Badgley Mischka
2081,B010QX9GLO,SHIRT,17.99,Black,Belle du Jour,"Belle Du Jour Black Crop Top Casual T-Shirt Tee Jersey Knit Junior, X-Large",https://images-na.ssl-images-amazon.com/images/I/41Aw4%2BkAnNL._SL160_.jpg,,"Belle Du Jour Black Crop Top Casual T-Shirt Tee Jersey Knit Junior, X-Large",Black,Belle du Jour
1721,B01KCXXW68,SHIRT,19.99,White Flag,Belle du Jour,"Belle Du Jour Flag-Print Fringe Graphic Tank Top, White Flag, XS",https://images-na.ssl-images-amazon.com/images/I/51hc3bwssyL._SL160_.jpg,,"Belle Du Jour Flag-Print Fringe Graphic Tank Top, White Flag, XS",White Flag,Belle du Jour
1211,B01MT43LGS,SHIRT,15,Fuchsia,Belle du Jour,Belle Du Jour Fuchsia Sharkbite Graphic Metallic Tunic L,https://images-na.ssl-images-amazon.com/images/I/417wZ377EML._SL160_.jpg,,Belle Du Jour Fuchsia Sharkbite Graphic Metallic Tunic L,Fuchsia,Belle du Jour
494,B06XGKLTF6,SHIRT,11.49,Heather Gray,Belle du Jour,Belle Du Jour Heather Gray Top Blouse 3/4 Sleeve Size M NWT - Movaz,https://images-na.ssl-images-amazon.com/images/I/41nxqSFnNHL._SL160_.jpg,,Belle Du Jour Heather Gray Top Blouse 3/4 Sleeve Size M NWT - Movaz,Heather Gray,Belle du Jour
2190,B06XT4XQJ8,SHIRT,19.99,Blue,Belle du Jour,Belle Du Jour Ivory Small Junior Tank Crochet Blouse Blue S,https://images-na.ssl-images-amazon.com/images/I/41xA49vbJvL._SL160_.jpg,,Belle Du Jour Ivory Small Junior Tank Crochet Blouse Blue S,Blue,Belle du Jour
508,B01KCY2IU8,SHIRT,19.99,Blue,Belle du Jour,"Belle Du Jour Juniors' Back-Knot Graphic Tank Top, Blue, Small",https://images-na.ssl-images-amazon.com/images/I/41KmNmBTmuL._SL160_.jpg,,"Belle Du Jour Juniors' Back-Knot Graphic Tank Top, Blue, Small",Blue,Belle du Jour
691,B06XGM687W,SHIRT,11.49,Merlot,Belle du Jour,Belle Du Jour Juniors' Elephant Foil Graphic Long-Sleeve Top Size L,https://images-na.ssl-images-amazon.com/images/I/41eNptpuGyL._SL160_.jpg,,Belle Du Jour Juniors' Elephant Foil Graphic Long-Sleeve Top Size L,Merlot,Belle du Jour
2158,B01M2ZHZ32,SHIRT,3.02,Lfw/Blosson,Belle du Jour,Belle Du Jour Juniors' Feathers Elephant Graphic Size S,https://images-na.ssl-images-amazon.com/images/I/41enkX7btbL._SL160_.jpg,,Belle Du Jour Juniors' Feathers Elephant Graphic Size S,Lfw/Blosson,Belle du Jour
1699,B0727YSC26,SHIRT,11.49,Heather Gray,Belle du Jour,Belle Du Jour Juniors' Graphic Top Size XS,https://images-na.ssl-images-amazon.com/images/I/41nxqSFnNHL._SL160_.jpg,,Belle Du Jour Juniors' Graphic Top Size XS,Heather Gray,Belle du Jour
2336,B072ZBV69S,APPAREL,24,Grey,Belle du Jour,Belle Du Jour Juniors Grey Raglan-Sleeve Friday Graphic T-Shirt S,https://images-na.ssl-images-amazon.com/images/I/414xZ1qgTdL._SL160_.jpg,,Belle Du Jour Juniors Grey Raglan-Sleeve Friday Graphic T-Shirt S,Grey,Belle du Jour
1013,B06XWSJ5ZQ,SHIRT,11.49,Tis/Tmcan,Belle du Jour,Belle Du Jour Juniors' Printed Flutter Peasant Top Size XS,https://images-na.ssl-images-amazon.com/images/I/51kfus0wEKL._SL160_.jpg,,Belle Du Jour Juniors' Printed Flutter Peasant Top Size XS,Tis/Tmcan,Belle du Jour
2108,B01K9CSVT0,SHIRT,1.89,Black Combo,Belle du Jour,"Belle Du Jour Juniors' Printed Flutter-Sleeve Top, Black Combo, Small",https://images-na.ssl-images-amazon.com/images/I/41bSu43MduL._SL160_.jpg,,"Belle Du Jour Juniors' Printed Flutter-Sleeve Top, Black Combo, Small",Black Combo,Belle du Jour
1648,B071LCMRM3,SHIRT,23.99,Navy Rustic,Belle du Jour,Belle Du Jour Juniors Printed Lace-Trim Navy Rustic Large,https://images-na.ssl-images-amazon.com/images/I/61Y8R3rWSYL._SL160_.jpg,,Belle Du Jour Juniors Printed Lace-Trim Navy Rustic Large,Navy Rustic,Belle du Jour
1189,B071YY5VJ4,SHIRT,28.99,Navy/Ivory/Coral,Belle du Jour,Belle Du Jour Juniors Printed Lace-Trim Navy/Ivory/Coral Small,https://images-na.ssl-images-amazon.com/images/I/51kepKuoFnL._SL160_.jpg,,Belle Du Jour Juniors Printed Lace-Trim Navy/Ivory/Coral Small,Navy/Ivory/Coral,Belle du Jour
1958,B01BNVQOR2,SHIRT,11.49,Multi Color,Belle du Jour,"Belle Du Jour Juniors' Printed Peasant Top, size Small",https://images-na.ssl-images-amazon.com/images/I/51M1P7MwLqL._SL160_.jpg,,"Belle Du Jour Juniors' Printed Peasant Top, size Small",Multi Color,Belle du Jour
738,B01KCX44T2,SHIRT,19.99,Grey,Belle du Jour,"Belle Du Jour Juniors' Scenic-Print Tunic Tank Top, Grey, XS",https://images-na.ssl-images-amazon.com/images/I/415wXzyc1-L._SL160_.jpg,,"Belle Du Jour Juniors' Scenic-Print Tunic Tank Top, Grey, XS",Grey,Belle du Jour
1339,B073PHQ3SP,SHIRT,32.98,Heather Grey,Belle du Jour,Belle Du Jour Juniors' V-Neck Top with Printed Scarf Heather Grey Small,https://images-na.ssl-images-amazon.com/images/I/518uVf-s0bL._SL160_.jpg,,Belle Du Jour Juniors' V-Neck Top with Printed Scarf Heather Grey Small,Heather Grey,Belle du Jour
1340,B0751GT3Q6,SHIRT,14.49,Lru/Black/Rust,Belle du Jour,Belle Du Jour LRU/Black/Rust Top Blouse Dolman Sleeve Size XL NWT - Movaz,https://images-na.ssl-images-amazon.com/images/I/51NdIadBoCL._SL160_.jpg,,Belle Du Jour LRU/Black/Rust Top Blouse Dolman Sleeve Size XL NWT - Movaz,Lru/Black/Rust,Belle du Jour
730,B01N78NCMW,SHIRT,18.95,Pristin,Belle du Jour,Belle du Jour Self Esteem Juniors' Paris Handkerchief-Hem Graphic Top Pristin X-Small,https://images-na.ssl-images-amazon.com/images/I/41YgtYPgsuL._SL160_.jpg,,Belle du Jour Self Esteem Juniors' Paris Handkerchief-Hem Graphic Top Pristin X-Small,Pristin,Belle du Jour
2265,B071496QD3,SHIRT,21.99,Chili Pepper Navy,Belle Du Jour Self Esteem,Belle Du Jour Self Esteem Juniors Printed Scarf Tank To Chili Pepper Navy Medium,https://images-na.ssl-images-amazon.com/images/I/51XWe4ppUGL._SL160_.jpg,,Belle Du Jour Self Esteem Juniors Printed Scarf Tank To Chili Pepper Navy Medium,Chili Pepper Navy,Belle Du Jour Self Esteem
2274,B072QZZ4S2,SHIRT,29.95,Orange,Belle du Jour,Belle Du Jour Top S Sleeveless Crochet Tank Top Orange,https://images-na.ssl-images-amazon.com/images/I/41viTZQf2wL._SL160_.jpg,,Belle Du Jour Top S Sleeveless Crochet Tank Top Orange,Orange,Belle du Jour
1496,B0738MG64Z,SHIRT,22.99,Blue/Pink,Belle du Jour,"Belle Du Jour Womens Flutter-Sleeve Peasant Blouse, Blue/Pink",https://images-na.ssl-images-amazon.com/images/I/51aJFuq23sL._SL160_.jpg,,"Belle Du Jour Womens Flutter-Sleeve Peasant Blouse, Blue/Pink",Blue/Pink,Belle du Jour
2349,B074RYQ664,SHIRT,16.99,Snow White,Belle du Jour,"Belle Du Jour Women's Juniors Flutter-Sleeve Peasant Snow White SHirt, Small",https://images-na.ssl-images-amazon.com/images/I/31AfeBmGdaL._SL160_.jpg,,"Belle Du Jour Women's Juniors Flutter-Sleeve Peasant Snow White SHirt, Small",Snow White,Belle du Jour
1500,B00U4C9TSI,APPAREL,9.99,Palm Cove,Belle du Jour,Belle du Jour Womens Juniors Knit Printed Tank Top Multi M,https://images-na.ssl-images-amazon.com/images/I/515BK-DjVNL._SL160_.jpg,,Belle du Jour Womens Juniors Knit Printed Tank Top Multi M,Palm Cove,Belle du Jour
2235,B0738GV8JF,SHIRT,19.99,Ivory Navy Rustic,Belle du Jour,Belle Du Jour Womens Juniors Printed Lace-Trim Pea Ivory Navy Rustic Small,https://images-na.ssl-images-amazon.com/images/I/61Y8R3rWSYL._SL160_.jpg,,Belle Du Jour Womens Juniors Printed Lace-Trim Pea Ivory Navy Rustic Small,Ivory Navy Rustic,Belle du Jour
1145,B0716JYNYZ,SHIRT,12.99,Heather Oatmeal,Belle du Jour,Belle Du Jour Womens/ Juniors Split-Back Graphic Tank Heather Oatmeal Medium,https://images-na.ssl-images-amazon.com/images/I/41Blx6RdqdL._SL160_.jpg,,Belle Du Jour Womens/ Juniors Split-Back Graphic Tank Heather Oatmeal Medium,Heather Oatmeal,Belle du Jour
10691,B0186I5CGO,SHIRT,17.15,Black,Belly Cravings,"BELLY CRAVINGS Maternity Black ""I Crave 2 Of Everything"" Shirt One Size",https://images-na.ssl-images-amazon.com/images/I/4139NTQLT5L._SL160_.jpg,,"BELLY CRAVINGS Maternity Black ""I Crave 2 Of Everything"" Shirt One Size",Black,Belly Cravings
4830,B0186I5KFC,SHIRT,17.15,Black,Belly Cravings,"BELLY CRAVINGS Maternity Black ""I Crave French Fries"" Shirt One Size",https://images-na.ssl-images-amazon.com/images/I/41EBbR%2BrvAL._SL160_.jpg,,"BELLY CRAVINGS Maternity Black ""I Crave French Fries"" Shirt One Size",Black,Belly Cravings
6482,B075748H8D,SHIRT,195,White,Belvest,BELVEST Woman's White Cotton Blend Slim Fit Button Down Shirt Size S,https://images-na.ssl-images-amazon.com/images/I/31z3hUvfqFL._SL160_.jpg,,BELVEST Woman's White Cotton Blend Slim Fit Button Down Shirt Size S,White,Belvest
26105,B01MYO8XXX,SWEATER,10.39,Black,Bench,Bench Women's ' Logo Vest 6 Black,https://images-na.ssl-images-amazon.com/images/I/41i3W8jP2-L._SL160_.jpg,,Bench Women's ' Logo Vest 6 Black,Black,Bench
22332,B072553X56,SHIRT,74.99,Black/White,Benjamin Jay,Benjamin Jay Women's Riley Crop Plaid Shirt Black/White Size Medium,https://images-na.ssl-images-amazon.com/images/I/41iD%2BN-hvwL._SL160_.jpg,,Benjamin Jay Women's Riley Crop Plaid Shirt Black/White Size Medium,Black/White,Benjamin Jay
7694,B074FXZFW4,SHIRT,6.59,Blue,Besde,"Besde casual Sexy Flare Sleeve Strapless Tops Blouse Casual off shoulder (S, Blue)",https://images-na.ssl-images-amazon.com/images/I/411aXNScTnL._SL160_.jpg,,"Besde casual Sexy Flare Sleeve Strapless Tops Blouse Casual off shoulder (S, Blue)",Blue,Besde
